clean_tweet),labels
allah lord descend knowledg charact trait father s choic grant descend knowledg charact trait figur choic,positif
live minut annyeong,netral
comic smart,positif
amin rai abbrevi anies cakimin raja,netral
heart sir,netral
send messag beemin bubblevers,netral
satisfi perform west kalimantan pkb muhaimin claim capabl vice presid,positif
gibran call cakimin imin funni talk environ plastic bottl,positif
gibran cheat note cakimin imin answer note constitut court,negatif
agreement cakimin imin prof mahfud food estat environment damag,positif
cakimin imin bluntli fail food estat program stop,negatif
cayenn pepper,netral
glass cakimin,positif
ani mahpud s child,netral
read filler imagin cakimin filler cheek,netral
Anies baswedan,netral
s box durian,netral
cakimin visit,netral
chang patrol,netral
tum discuss downstream nickel morowali continu fri cakimin,positif
prabowo sulk blame Anies shake hand,negatif
pekalongan entrepreneur commun readi win amen,positif
seri blunder cakimin imin,netral
chang freedom critic,positif
collaps rotari motion,negatif
vote presidenti elect pictur muhaimin,netral
smile amen,positif
prof mahfud s son marri doctor mr mahfud senior mr ani cakimin & mr ganjar s children age gener hehe,netral
Anies eat bajamba padang pariaman,netral
beemin sport,netral
god realiz tear come eye,positif
elect vow amen,netral
vice presid cakimin imin meet luhut downstream data mine,netral
anies baswedan attitud,netral
cakimin imin mibilnya,netral
cakimin imin s true natur selfish Anies,netral
Anies pontianak s urgent event greet enthusiast student,positif
voic sound gu imin laugh real gemoy cakimin,positif
amin nation team report vice presidenti candid candid,positif
admit student,negatif
special gift prof mahfud,positif
ijtima ulama readi win amen,positif
cakimin student move,netral
cakimin imin support ma gibran viral,positif
cakimin kokwet icon ava,netral
answer cakimin s challeng imin coordin minist luhut readi meet downstream data fight call reckless reckless fullgt,negatif
spinach stack villag,netral
challeng luhut cakimin imin strike advic jokowi bawabawa nama surabaya cakimin imin challeng luhut compet data downstream cakimin imin,negatif
cakimin imin jokowi s mental revolut fail,negatif
habiburokhman cakimin imin unfair carri clarif process check person attach sticker,negatif
food estat & nonsens gorontalo,negatif
eat friend,positif
indonesia absenc,negatif
cakimin imin s job joke laugh vice presidenti candid comedian,positif
presid drink mr Anies,netral
Anies bitten,netral
british media support zionist laknatillah israhel predict constitut s illegitim child win presidenti elect countri wakanda,positif
comment presidenti debat,positif
s funni play game volunt,positif
goodby chang,positif
cakimin imin touch issu social assist rice sticker attach presidenti candid overrid peopl s right s call shame pass,negatif
share social media peopl hear cakimin enter subconsci dream cakimin imin appear,positif
success prosper happi,positif
reason buzzerp afraid anies ri,netral
vice presid wa laddalln amen,positif
public transport driver prabowo sticker amen,netral
amin s banner damag individu,negatif
support amen,positif
s s support Anies cakimin ganjar mahfud neutral nonvot major talk prabowo gibran peopl attent help peopl,positif
push anies crowd cool pontianak,positif
word min jakarta collabor,netral
cakimin imin s vice presidenti candid tattoo,netral
re ethic,positif
car anies cakimin imin,netral
support ganjar urg Anies,positif
milit amen volunt,netral
Anies speed extraordinari,netral
wpap sir anies baswedan,netral
Anies pilgrimag grave promin ulama figur rembang,netral
nt mr ps shake hand Anies call,negatif
s sir countri democrat countri,netral
chang social assist social assist,positif
amen s campaign encourag speech,positif
host total polit fan cakimin imin,positif
antibaperdi presidenti candid,netral
abdullah sahal s polit messag,netral
Anies respons prabowo s ndasmu ethic speech,netral
Anies quip red bull invest clean water block,positif
Anies receiv letter child,netral
feri s answer netizen,netral
crazi roast,negatif
cakimin iminmn,netral
prabowo vice presidenti debat gibran valu ​​compass & survey cakimin imin mahfud valu,positif
laugh team underestim debat skill sarcast night s heavi defeat,negatif
cakimin imin imin gibran mahfud s promis econom sector includ villag fund program lunch,positif
erick thohir explain sgie indonesia,positif
thread,negatif
paramadina chancellor gibran mention abbrevi,positif
receiv prais expert gibran succeed break public assumpt,positif
administr islam econom societi me jember muhammad fauzinudin faiz assess presidenti candid provid depth analysi practic solut argument,negatif
tiktok s wrong wakanda peopl attack affect nt matter countri m,positif
cakimin imin gibran mahfud vice presidenti debat superior,positif
cakimin imin tumpengan ikn pkb recit koran geni disappear,negatif
sgie famili presid affa eak,netral
accident hit microphon swear funni smile question answer hesit natur 100 % gimmick funni memor,positif
mr gibran nt question difficult,negatif
vice presidenti candid nt measur capac blindli lust posit awokawokawok,positif
citi nt agre icon s danger,positif
sgie focu gibran cakimin imin,netral
post gibran rakabum cakimin imin abbrevi netizen version sgie,netral
gibran cakimin imin effort increas indonesia s rank sgie friday s vice presidenti debat cakimin imin admit nt confus gibran s question,positif
hmm s guy,positif
global islam economi abbrevi sgie topic convers social media emerg sgie appear vice presidenti candid debat friday decemb night,netral
sgie s check abbrevi sgie gibran cakimin imin vice presidenti debat,netral
mr Anies respons night s debat amp chatgpt nt sgie result night s debat amen,negatif
read articl,netral
gibran checkmat cakimin imin nt answer sgie question question difficult gu fullgt,negatif
vice presidenti candid serial muhaimin iskandar alia cakimin imin assess inform worker indonesia prosper data,positif
gibran s prais continuum analysi,positif
sgie gemoy emot,positif
vice presidenti debat & survey cakimin imin gibran mahfud chang choic,positif
style cakimin imin gibran mahfud close statement nt read cheat sheetgt,negatif
microexpress expert kirdi putra vice presidenti candid abdul muhaimin iskandar cakimin imin tighten lip presidenti debat,positif
time cakimin imin slepet read,netral
cakimin imin gibran s argument read,negatif
slowest,netral
respons resourc person consist econom observ success team candid pair vice presidenti ceremoni held elshinta radio south jakarta cafe decemb,positif
suddenli rememb podcast cakimin imin ma deddi,netral
sgie mean gibran s question cakimin imin,netral
samsul difficult uncl,negatif
differ presidenti vice presidenti debat podium write materi,netral
east java pkb vice presidenti debat mark cakimin imin,netral
vice presidenti candid gibran rakabum raka debat contest spoke close session vice presidenti debat read,positif
sing engre,positif
sgie gibran cakimin imin listen sgie s explan muhaimin iskandar confus fa,negatif
muhaimin iskandar initi slepetnom solut indonesian economi propos elect vice presidenti candid watch video,positif
secret gibran ulti iminmahfud,netral
nusron admit gibran vice presidenti debat,positif
gibran s maneuv critic cakimin imin mahfud presidenti debat cut ikn cone googl,negatif
hmm,netral
cakimin imin build citi level jakarta gibran bit strang nt surabaya cakimin imin nicknam vice presidenti candid serial muhaimin iskandar,negatif
cakimin imin amaz uniqu style carri sarong vice presidenti debat slepet movement symbol chang disrupt slepet wake indonesia,positif
busi nt experi failur grow techyflar guid success contact,positif
support nt support ma gibran answer ikn cakimin imin vice presidenti debat tonight,positif
gibran apolog cakimin imin confus sgie ​​sorri question difficult s pass,negatif
sgie samsul,netral
sgie samsul cakimin imin,netral
vice presidenti candid respect vision mission vice presidenti candid s offic event friday,positif
sgie stand samsul gibran ignit emot slept girl intercours ejacul girl s milk delici offens congratul tkn gibran prepar cakimin bad mahfud stuck,positif
peopl s busi credit re nt,positif
mvp vice presidenti debat tonight,netral
cakimin imin umbar build citi level jakarta,netral
illustr slepet movement flick sarong object disrupt sign massiv chang driven innov bring busi system arrang level,netral
cakimin imin hit gibran,netral
gibran gu imin opportun inaugur cut tumpeng ikn consist support nt Anies repres carri theme chang cakimin imin bilek,positif
previou debat choos wkw futur hope mr Anies catch cakimin imin haha improv blunder poor mr Anies carri hahaha,positif
final finish superior cakimin imin gibran mr mahfud s vote,positif
mahfud s close statement : govern polici priorit prosper welfar peopl care poor abandon children intent reward god record lauhul mahfudz,positif
injustic disappear final session vice presidenti debat friday decemb vice presidenti candid final statement debat,negatif
cakimin imin jakarta implement tax exempt educ provid check medcom friend,positif
gibran s close statement mr mahfud cakimin imin peopl support golden indonesia realiz merri christma,positif
gibran s close statement grate demograph bonu opportun increas nation product golden indonesia opportun occur mr prabowo,positif
cctv fail laugh elmo,negatif
proven nt gibran uncl s boy,netral
cakimin s close statement bring chang form equal ensur indonesia s econom develop carri heart brain,positif
cakimin imin s close statement hand peopl sarong slow injustic time courag implement rule game favor peopl respons injustic,positif
choos vice presidenti debat guy cakimin imin ma gibran pak mahfud,negatif
mini fan recommend,positif
cakimin imin s answer gibran indonesia largest muslim potenti center economi govern prepar regul halal industri,positif
sir watch vice presidenti debat,netral
gibran s question cakimin imin focu develop sharia econom understand global islam economi question bit difficult,negatif
cakimin imin s answer gibran frankli speak nt understand sgie,netral
gibran s question cakimin imin : step improv indonesia s rank sgie global islam economi,positif
nomin slepet,netral
slow nt rhetor,netral
cakimin imin brave idea ​​slepet mantaab,positif
mr muhaimin tonight readi vision mission,positif
mahfud s answer cakimin imin true carri land redistribut certif cakimin imin polit key law enforc,netral
listen vice presidenti debat tonight answer rebutt question program review debat ethic choos vice presidenti candid candid choos mr mahfud,netral
